id,Gender,Age_group,Concern_Type,Student_Concern,Solution,Department,Sub_Section
304,Male,21-25,Question,What happens if supervisor is not responding?,All the Supervisors are comitted to respond for student's problems at any time.,Educational Department,Research Management
305,Male,21-25,Question,What can students do if the team is not working?,Students can get help and advices from their supervisor and co-supervisor for any issue with the research project team.,Educational Department,Research Management
306,Female,21-25,Question,Are the students provided with their supervisors contact details or are they supposed to only attend supervisor meetings?,Students can have their supervisors contact details.It is depend on the supervisor.,Educational Department,Research Management
307,Male,21-25,Question,Can you please share the marking criteria for the progress presentation for research project..?,Students can refer all the marking criterias from the course web. If you have any issue with that you can get help from your supervisor.,Educational Department,Research Management
308,Female,21-25,Question,How can i select a particular senior lecturer as our supervisor?,"Before select the supervisor, students can schedule a meeting with their prefered senior lecturers and select the supervisor.",Educational Department,Research Management
309,Female,21-25,Question,How to find a supervisor for datascience field research project..?,"Before select the supervisor, students can schedule a meeting with their prefered senior lecturers in data science field and select the supervisor.",Educational Department,Research Management
310,Male,21-25,Question,How can we access to the past published research papers ?,You can refer past research projects and research papers by refering the Research and Publication section of the course web. The more details will be published in the Research Project module in the course web.,Educational Department,Research Management
311,Male,21-25,Question,How we can choose the supervisor for the research project?,"Before select the supervisor, students can schedule a meeting with their prefered senior lecturers and select the supervisor.",Educational Department,Research Management
312,Female,21-25,Question,How we can contact supervisor?,Students can contact supervisors or co-supervisors by dropping an email.,Educational Department,Research Management
313,Male,21-25,Question,How should I get in contact with the supervisors? ,Students can schedule weekly or monthly meeting with supervisor to get in contact with the supervisors.,Educational Department,Research Management
314,Female,21-25,Question,How do we get ideas relatable to a research area?,"Students can get ideas relatable to a research area, by refering past research papers related to the relevant research area.",Educational Department,Research Management
315,Female,21-25,Request,Can you conduct a detailed orientation regarding the research?,Thank you for your idea. We will direct it to the relevant section of the department.,Educational Department,Research Management
316,Male,21-25,Question,How can we contact lecturers as a supervisor / co- supervisor for research ?,Students can contact supervisors or co-supervisors by dropping an email.,Educational Department,Research Management
317,Female,21-25,Question,How often a student can contact a lecturer? ,"There's no any limit when contacting a lecturer by a student. Students can contact lecturers for any matter.
",Educational Department,Research Management
318,Female,21-25,Question,How can i select a susuitable topic for my research..?,"Students can get ideas relatable to a prefered research area, by refering past research papers related to the relevant research area when selecting a research topic.",Educational Department,Research Management
319,Female,21-25,Question,How can I contact senior lectures..?,Students can contact senior lecturers by dropping an email.,Educational Department,Research Management
320,Male,21-25,Question,How can i decide a better research topic and from whom can i get a support..?,You can get the help of lecturers to select a research topic. Lecturers are commited to help for students at any time.,Educational Department,Research Management
321,Male,21-25,Question,How can I contact the lecturer other than via email..?,"The most convenient way to contact lecturers, is dropping an email. If any emergency, students can contact lecturer by a phone call.",Educational Department,Research Management
322,Female,21-25,Question,Can I do research about prisoners?,You can get the help of lecturers to select a research topic. Lecturers are commited to help for students at any time.,Educational Department,Research Management
323,Female,21-25,Question,"Can we use calculators for examinations?
",Students can use calculators for some examinations. It is depend the Lecturer for that relevant subject.,Educational Department,Examinations Management Office
324,Female,21-25,Question,Can we face the repeat exam immediately after the announcement of official results..?,Students can face to the repeat exams when the repeat exams are scheduled..?,Educational Department,Examinations Management Office
325,Female,21-25,Question,How can we know our final examination mark? ,If you want to know about your final exam marks you can request it from the relevant lecturer.,Educational Department,Examinations Management Office
326,Male,21-25,Question,If we get a C- means we repaet that exam..?,You can refer the grading sheet and identify that. All the grading sheets display the grade and the pass or fail status.,Educational Department,Examinations Management Office
327,Female,16-20,Question,"Why the lecturer who has not even attend to any lecture, is going to mark our papers?","Normally the lecturer who created the exam paper, is marking the papers.",Educational Department,Examinations Management Office
328,Female,21-25,Question,When is the final date to register mid repeat examination..?,All the deadlines to register mid repeat examinations are published in the course web.,Educational Department,Examinations Management Office
329,Male,21-25,Question,"Too much of stress , doing exam on a monitored environment...  and poor connection , any relif for that ?","If you have any issue with the examination monitoring system during the examination time, you can raise a ticket for that.",Educational Department,Examinations Management Office
330,Male,21-25,Question,What if we miss one exam ? Will i be allowed to  resit to the exam again�?,"If student has any valid reason to missed the examination, that student can resit examination in the next time.",Educational Department,Examinations Management Office
331,Male,21-25,Question,"What is the way of examine online or onsite?
","All the examination details are published in the course web, Exam dates, venue, lectures that coming for the examinations.",Educational Department,Examinations Management Office
332,Female,21-25,Question,Can you give a breakdown of the marks obtained?,Students can request the breakdown of the marks by the lecturer who mark the examination papers.,Educational Department,Examinations Management Office
333,Male,21-25,Question,"Will there be open book exams?
",There is some open book examinations. It will depend on the subject and the lecturer.,Educational Department,Examinations Management Office
334,Female,21-25,Question,Should i use lockdown browser to examinatins..?,All the students must use lockdown browser for the university examinations.,Educational Department,Examinations Management Office
335,Female,21-25,Question,Are all the examinations conducting online in this pandemic situation..?,"All the university examinations, vivas, lectures are conducting through online in this pandemic situation.",Educational Department,Examinations Management Office
336,Male,21-25,Question,Are the examinations be held with open camera or closed?,All the examinations are held with open camera with the monitoring environment.,Educational Department,Examinations Management Office
337,Male,21-25,Question,Is the exam covers all the content that have done on course work..?,Exam paper preparation is depend on the subject and the lecturer. Lecturers normaly publish that which parts coming for the examinations in the course web.,Educational Department,Examinations Management Office
338,Male,21-25,Question,"If I arise a problem in the online exam paper when doing the exam, who I need to contact?","If students have any issue during the examination time, they can raise ticket for that with the screen shot of the issue.",Educational Department,Examinations Management Office
339,Female,21-25,Question,"Can you please enable the backward navigation in the lockdown browser ?
",As the request of many students university enable the backward navigation in the lockdown browser.,Educational Department,Examinations Management Office
340,Male,21-25,Request,Is it possible to take supplementary exams for last year exams,Thank you for your idea. We will direct it to the relevant section of the department.,Educational Department,Examinations Management Office
341,Male,21-25,Question,Can students ask for re-checking of marks?,Students can request from the lecturers to re-check the examination marks.,Educational Department,Examinations Management Office
342,Female,21-25,Question,what happens if somebody repeat a subject?,"If some student repeat a whole module, that student can continue it from the next semester with the below batch.",Educational Department,Examinations Management Office
343,Male,21-25,Question,How many exams are there for the entire course?,The amount of the examinations for a subject is depend on the subject and the lecturer.,Educational Department,Examinations Management Office
344,Male,21-25,Question,How to re-enter for the exam in case of a medical emergency?,"If a student couldn't face to an exam in case of a medical emergency, that student has to hand over proved documents to the university.",Educational Department,Examinations Management Office
345,Female,21-25,Question,Will there be assignments and practicals along with exams or is it only exams? ,"For a module there are assignments, practicals, mid term examinations and final examinations.",Educational Department,Examinations Management Office
346,Male,21-25,Question,What am i suppose to do if i loss my connection during the exam?,"If a student loss internet connection during the examination time, that student can raise a ticket for that within the provable image.",Educational Department,Examinations Management Office
347,Male,21-25,Question,When will the official final exam grades will be released?,The official final exam grades will be released two or three weeks after the examination.,Educational Department,Examinations Management Office
348,Male,21-25,Question,What will be the penalty if caught guilty during the exam ?,"If caught student guilty during the examination, the penalty will be decided by the relevant lecturer of that subject.",Educational Department,Examinations Management Office
349,Female,21-25,Question,Is it possible to have a classroom exam for the Software development module only ?,Thank you for your idea. We will direct it to the relevant section of the department.,Educational Department,Examinations Management Office
350,Male,21-25,Question,Can you share the examination time tables..?,Students can refer time tables for all the academic years using the course web.,Educational Department,Examinations Management Office
351,Female,21-25,Question,Can we download past papers through digital library ?,Students can download past papers through the digital library.,Educational Department,Examinations Management Office
352,Male,21-25,Question,What is the procedure of redoing an exam that was missed by a 4th year 2nd semester student due to medical reasons?,Under special circumstances Faculties at their discretion will decide to hold special examinations for candidates as a repeat examination or as a supplementary examination. Eligibility for registration for supplementary examinations will be based on the criteria specified by the faculty.,Educational Department,Examinations Management Office
353,Female,21-25,Question,In what periods of time will the exams will be?,"According to the normal procedure, students have to face mid examinations in 7th week and final examinations in 14th week of the semester.",Educational Department,Examinations Management Office
354,Female,21-25,Question,"Can I do online examinations, if i cannot partipate to examinations physically? ","If university conducts on campus examinations, students must partipate to the examinations physically.",Educational Department,Examinations Management Office
355,Female,21-25,Question,How to complaint about the exam page loading fail?,"When students face any issue during the examination time, students can contact SLIIT Student Support service at that time and get help.",Educational Department,Examinations Management Office
356,Female,21-25,Question,When start the mid examinations?,"According to the normal procedure, students have to face mid examinations in 7th week of the semester.",Educational Department,Examinations Management Office
357,Female,21-25,Question,When start the final examinations?,"According to the normal procedure, students have to face final examinations in 14th week of the semester.",Educational Department,Examinations Management Office
358,Male,21-25,Question,How to change password?,University provides facility to students to change the passwords by using the course web.,Educational Department,Examinations Management Office
359,Female,21-25,Question,What are the examination pass marks? ,"According to the university rules and regulations, students have to get more than 45 marks to pass the examination.",Educational Department,Examinations Management Office
360,Female,21-25,Question,Are there imidiate repeats on final exams for 4th yr 2 semester students? Or do they have to wait for another semester to do the repeats? ,,Educational Department,Examinations Management Office
361,Female,21-25,Question,Do you have online examination? ,"University conducts online examinations and on campus examinations both. According to the pandemic situation, all the examinations conducts online.",Educational Department,Examinations Management Office
362,Male,21-25,Request,"It is good, if you can make examination papers more easier.",Thank you for your idea. We will direct it to the relevant section of the department.,Educational Department,Examinations Management Office
363,Male,21-25,Complaint,"It is good, if you can make examination papers more easier.",Thank you for your idea. We will direct it to the relevant section of the department.,Educational Department,Examinations Management Office
364,Male,21-25,Question,How long the examinations would be held ?,"The time that examinations would be held, is based on the subject and the lecturer who prepared the paper. Normally students can do the final examinations within 3 hourse.",Educational Department,Examinations Management Office
365,Female,21-25,Question,Can we have a considerable time range between two subjects in time table..?,Sometimes it's hard to put time range between two subjects in a time table.,Educational Department,Examinations Management Office
366,Female,21-25,Question,"Can I sit for an extra credit examination, if I have low marks for the unit?","If students have low marks for any subject, students can apply for a repeat examination.",Educational Department,Examinations Management Office
367,Female,21-25,Request,"It is better if we have only assignment,without examinations.",Thank you for your idea. We will direct it to the relevant section of the department.,Educational Department,Examinations Management Office
368,Female,21-25,Question,What are the Academic Misconduct during an examination?,"Notes/formulas written on the material such as Institute booklet, admission card, paper, pencil case, calculator, clothes, water bottles, own body.                                                                                                                                                                                                                                                                    Possession of electronic equipment such as mobile devices, tablets, note-books, data 
processing wrist-watches, communication devices",Educational Department,Examinations Management Office
369,Female,21-25,Question,What are sports clubs inside sliit ..?,"The sports clubs in sliit are Badminton, Basketball, Carrom, Chess, Cricket, Football, Futsal, Hockey, Karate, Netball, Rugby, Swimming, Table Tennis, Tennis, Track & Field, Water polo, Volleyball.",Sports Department,Sports Management Office
370,Female,21-25,Question,Can anyone start over any sport?,Students can join to the any sports club in the university.,Sports Department,Sports Management Office
371,Male,21-25,Question,Is there any female cricket facilities..?,University has not any female cricket facilities yet.,Sports Department,Sports Management Office
372,Female,16-20,Request,It is good to have a female cricket team in the university.,Thank you for your idea. We will direct it to the relevant section of the department.,Sports Department,Sports Management Office
373,Female,21-25,Question,Should cricket players buy any items need for the cricket individually.. ? ,No all the needful items for all the sports are supply from the university.,Sports Department,Sports Management Office
374,Male,21-25,Question,"Like to do a sport , but it's hard to manage with my schedule ... any suggestions ?",Practices of the the sports clubs are not effect to the course works. Students can manage course works and sports at once.,Sports Department,Sports Management Office
375,Male,21-25,Question,Is there a cricket team?,University has a cricket team. Students who like to play cricket can join to the cricket club.,Sports Department,Sports Management Office
376,Female,21-25,Question,"Can students apply for more than one sport?
",Students can apply more than one sports if they like.,Sports Department,Sports Management Office
377,Male,21-25,Request,Can you be more thorough on the facilities provided?,Thank you for your idea. We will direct it to the relevant section of the department.,Sports Department,Sports Management Office
378,Female,21-25,Question,Can i play cricket..?,"Students who wish to join to the cricket club, can join to the cricket club in the university and play cricket.",Sports Department,Sports Management Office
379,Female,21-25,Question,"Can I play badminton at the court when I have free time?

",Students can play badminton or any other sport at their free times.,Sports Department,Sports Management Office
380,Female,21-25,Question,Is this qualifications add a value for GPA?,Sports qualifications add a value for GPA.,Sports Department,Sports Management Office
381,Male,21-25,Question,Can I play any game without joining to the team?,Students can play any sport at their free times.,Sports Department,Sports Management Office
382,Male,21-25,Question,Can any student use the sports equipments available in the university?,Any student of the university has facility to use sports equipments in the university at their leisure time.,Sports Department,Sports Management Office
383,Male,21-25,Question,Can i play chess/carrom at my leisure time ?,Any student of the university has facility to use sports equipments in the university and play sports at their leisure times.,Sports Department,Sports Management Office
384,Male,21-25,Question,How will you support us if we get injured while playing to the cricket team ?,"If a student get injured while playing, that student can get help from the medical office of the university.",Sports Department,Sports Management Office
385,Female,21-25,Question,is there a chess club?,"University provides sports facilities, such as Badminton, Basketball, Carrom, Chess, Cricket, Football, Futsal, Hockey, Karate, Netball, Rugby, Swimming, Table Tennis, Tennis, Track & Field, Water polo, Volleyball.",Sports Department,Sports Management Office
386,Female,21-25,Question,Do we have good coaches?,There are experienced and professional coaches for all the sports clubs.,Sports Department,Sports Management Office
387,Male,21-25,Question,Can I have sports facilities for free? ,Students can have sports facilities for free.,Sports Department,Sports Management Office
388,Female,21-25,Question,Can I join to mulitiple sports teams? ,Students can join to the any or multiple sports clubs in the university.,Sports Department,Sports Management Office
389,Female,21-25,Question,If I get championships from sports will i get free facilities? ,Sports qualification adds a value for students' degree program.,Sports Department,Sports Management Office
390,Female,21-25,Question,What are the sports teams available at sliit? And how can I join one?,"The sports clubs in sliit are Badminton, Basketball, Carrom, Chess, Cricket, Football, Futsal, Hockey, Karate, Netball, Rugby, Swimming, Table Tennis, Tennis, Track & Field, Water polo, Volleyball.",Sports Department,Sports Management Office
391,Female,21-25,Question,Are the equipments provided by the university? (rackets/bats/balls) ,The equipments that required for the sports are provided by the university.,Sports Department,Sports Management Office
392,Male,21-25,Question,Can we start sports such as Jeet Kwon Do?,"There's no Jeet Kwon sport in the university. The sports clubs in sliit are Badminton, Basketball, Carrom, Chess, Cricket, Football, Futsal, Hockey, Karate, Netball, Rugby, Swimming, Table Tennis, Tennis, Track & Field, Water polo, Volleyball.",Sports Department,Sports Management Office
393,Female,21-25,Question,How many sports are available? ,"The sports clubs in sliit are Badminton, Basketball, Carrom, Chess, Cricket, Football, Futsal, Hockey, Karate, Netball, Rugby, Swimming, Table Tennis, Tennis, Track & Field, Water polo, Volleyball.",Sports Department,Sports Management Office
394,Female,21-25,Question,From where I can get into the bus coming from mahabage?,You can get into the SLIIT shuttle bus from mahabage. Shuttle bus starting time is 06.30 a.m From Ja Ela Railway Station. For more clarrification you can refer the SLIIT course web Shuttle Bus Service page.,Transportation Department,Transportation Management Office
395,Female,21-25,Question,Can I know from which areas sliit shuttle buses coming..?,"University provides SLIIT shuttle bus service from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
396,Female,21-25,Question,Which areas of Students can get sliit transportation facility..? ,"University provides SLIIT shuttle bus service from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
397,Male,21-25,Question,Can I know the starting times of the sliit shuttle buses from different areas..?,"SLIIT shuttle services from Kolpity to Malabe starting times are 07.20 a.m From Marine Drive Kolpity Railway Station, 12.40 p.m From SLIIT, 05.45 p.m From SLIIT, 08.00 p.m From SLIIT. SLIIT shuttle services from Ja Ela - Malabe starting times are 06.30 a.m From Ja Ela Railway Station, 05.45 p.m From SLIIT. SLIIT shuttle services from  Panadura - Malabe starting times are 06.15 a.m From Near Rankoth Viharaya Temple - Panadura, 05.45 p.m From SLIIT.  SLIIT shuttle services from Negombo - Malabe starting times are 06.30 a.m From Negombo Bus Stand, 05.45 p.m From SLIIT.",Transportation Department,Transportation Management Office
398,Female,16-20,Question,Can I know the starting times of the sliit shuttle buses from Kolpity to Malabe..?,"SLIIT shuttle services from Kolpity to Malabe starting times are 07.20 a.m From Marine Drive Kolpity Railway Station, 12.40 p.m From SLIIT, 05.45 p.m From SLIIT, 08.00 p.m From SLIIT.",Transportation Department,Transportation Management Office
399,Female,21-25,Question,Can I know the starting times of the sliit shuttle buses from Ja Ela to Malabe..?,"SLIIT shuttle services from Ja Ela to Malabe starting times are 06.30 a.m From Ja Ela Railway Station, 05.45 p.m From SLIIT.",Transportation Department,Transportation Management Office
400,Male,21-25,Question,Can I know the starting times of the sliit shuttle buses from Panadura to Malabe..?,"SLIIT shuttle services from  Panadura to Malabe starting times are 06.15 a.m From Near Rankoth Viharaya Temple - Panadura, 05.45 p.m From SLIIT.",Transportation Department,Transportation Management Office
401,Male,21-25,Question,Can I know the starting times of the sliit shuttle buses from Negombo to Malabe..?,"SLIIT shuttle services from Negombo to Malabe starting times are 06.30 a.m From Negombo Bus Stand, 05.45 p.m From SLIIT.",Transportation Department,Transportation Management Office
402,Male,21-25,Question,Can I know the route of sliit shuttle bus facility..?,SLIIT shuttle services route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
403,Male,21-25,Question,Can I know the route from Kolpity to Malabe of sliit shuttle bus facility..?,SLIIT shuttle services route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. ,Transportation Department,Transportation Management Office
404,Female,21-25,Question,Can I know the route from Ja Ela to Malabe of sliit shuttle bus facility..?,SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. ,Transportation Department,Transportation Management Office
405,Male,21-25,Question,Can I know the route from Panadura to Malabe of sliit shuttle bus facility..?,SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. ,Transportation Department,Transportation Management Office
406,Female,21-25,Question,Can I know the route from Negombo to Malabe of sliit shuttle bus facility..?,SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
407,Female,21-25,Question,Does sliit provide free transportation for students..?,SLIIT provides free transportation facilities for students.,Transportation Department,Transportation Management Office
408,Male,21-25,Question,Is there any chance for students who come from far away to have free transportation ?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
409,Male,21-25,Question,At what time the transport bus leave..?,"SLIIT shuttle services from Kolpity to Malabe starting times are 07.20 a.m From Marine Drive Kolpity Railway Station, 12.40 p.m From SLIIT, 05.45 p.m From SLIIT, 08.00 p.m From SLIIT. SLIIT shuttle services from Ja Ela - Malabe starting times are 06.30 a.m From Ja Ela Railway Station, 05.45 p.m From SLIIT. SLIIT shuttle services from  Panadura - Malabe starting times are 06.15 a.m From Near Rankoth Viharaya Temple - Panadura, 05.45 p.m From SLIIT.  SLIIT shuttle services from Negombo - Malabe starting times are 06.30 a.m From Negombo Bus Stand, 05.45 p.m From SLIIT.",Transportation Department,Transportation Management Office
410,Female,21-25,Question,"i'm using public transport , because of pandemic , it's not safe , if suddenly sliit starts don't know what to doo , any idea for that ?",University students can use sliit transportation service.,Transportation Department,Transportation Management Office
411,Male,21-25,Question,Is there enough buses?,University provides many buses for many areas for ease the transportation of students.,Transportation Department,Transportation Management Office
412,Male,21-25,Question,"Can students use university transportation?
",University students can use sliit transportation service.,Transportation Department,Transportation Management Office
413,Female,21-25,Request,Can you be more precise on the shuttle facilities take off times?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
414,Female,21-25,Question,"Are there any shuttle services available from car parks?
",University students can use sliit transportation services from the university premises.,Transportation Department,Transportation Management Office
415,Male,21-25,Question,Is there a bus from university�?,University students can use sliit transportation services from the university premises.,Transportation Department,Transportation Management Office
416,Male,21-25,Question,Are there any transport facilities within the university ?,There's no transportation facilities to transport inside the university.,Transportation Department,Transportation Management Office
417,Female,25-30,Request,It's good to have transportation facilities to travel inside the university.,Thank you for your idea. We will direct it to the relevant section of the department.,,
418,Female,21-25,Question,Is the shuttle comes to kaluthara?,"University provides SLIIT shuttle bus service from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
419,Male,21-25,Question,"What are the transport facilities availble routes?

",SLIIT shuttle services route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
420,Male,21-25,Question,"Can you please provide us the transportation bus routes ?
",SLIIT shuttle services route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
421,Female,21-25,Question,How much it costs for 1km in uni transportation?,University transportation does not charge from students.,Transportation Department,Transportation Management Office
422,Female,21-25,Question,Are they wait for students or not?,Students can get into the buses by refering the given starting time schedule. ,Transportation Department,Transportation Management Office
423,Male,21-25,Question,Can students park their individual vehicles in university parking?,Students can get a pass for car park from the office and park the individual vehicles in the university car park.,Transportation Department,Transportation Management Office
424,Female,21-25,Question,Should students have to pay for the parking?,Students no need to pay for use the car park inside the university. Students have to get permission from the office to use the car park.,Transportation Department,Transportation Management Office
425,Male,21-25,Question,Do we get student discounts on public transportation?,University provides free transportation facility to students.,Transportation Department,Transportation Management Office
426,Female,21-25,Question,Will students be provided with transportation for field trips? ,University provides free transportation facility for field trips or field visits or any other university works for students.,Transportation Department,Transportation Management Office
427,Female,21-25,Question,Will the transportation be free of charge for field trips and field visits? ,University provides free transportation facility for field trips or field visits or any other university works for students.,Transportation Department,Transportation Management Office
428,Female,21-25,Question,Is the bus ticket price the same  for each route?,University provides free transportation facility to students.,Transportation Department,Transportation Management Office
429,Male,21-25,Request,Is it possible for changing a route of a particular bus ?,Thank you for your idea. We will direct it to the relevant section of the department.,Transportation Department,Transportation Management Office
430,Female,21-25,Question,How about the transportation facility in university..?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
431,Male,21-25,Question,Do you give transport to Kadawatha area ? ,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
432,Male,21-25,Question,Can you please provide us the transportation bus routes ?,SLIIT transportation bus route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
433,Female,21-25,Question,Is it possible for changing a route of a particular bus ?,"It is not possible for changing the route of a particular sliit shuttle bus. If there is an unavoidable reasons in roads, we have to change the routes.",Transportation Department,Transportation Management Office
434,Female,21-25,Question,Can I get transport facilities in an assured manner? ,University provides transportation facilities in an assured manner to students.,Transportation Department,Transportation Management Office
435,Female,21-25,Question,Where we can get transport?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
436,Female,21-25,Question,What are the transportation facilities available? ,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
437,Female,21-25,Question,What are the shuttle services available and their routes?,SLIIT shuttle services route from Kolpity to Malabe is Marine Drive Kolpity Railway Station - Senanayake Junction - Rajagiriya Flyover - Battaramulla - Koswatta - Malabe Junction - SLIIT. SLIIT shuttle services route fromJa Ela to Malabe is Ja Ela Railway Station - Kapuwaththa - Kandana - Mahabage - Ragama - Kadawatha - Mawaramandiya - Galwala Junction - Power House - Siyabalape - Kaduwela Junction - SLIIT. SLIIT shuttle services route from Panadura to Malabe is Panadura - Moratuwa - Katubedda - Dehiwala (William Junction) - Kohuwala - Nugegoda - Pitakotte - Thalawathugoda - Hokandara - Arangala Junction - Malabe Junction - SLIIT. SLIIT shuttle services route from Negombo to Malabe is Negombo Bus Stand - Koppara Junction - Katunayake 18th Mile Post - Highway - Thorana Junction - Kelaniya Temple - Bandarawaththa - Kaduwela Junction - SLIIT.,Transportation Department,Transportation Management Office
438,Female,21-25,Question,Can students come by their personal vehicle to the campus and are there any parking facilities avaibale?,Students can get a pass for car park from the office and park thepersonal vehicles in the university car park.,Transportation Department,Transportation Management Office
439,Female,21-25,Question,Do you have shuttle services? ,University provides many shuttle services for many areas for ease the transportation of students.,Transportation Department,Transportation Management Office
440,Female,21-25,Question,Do you provide multiple shuttle services a day?,University provides many shuttle services for many areas for ease the transportation of students.,Transportation Department,Transportation Management Office
441,Female,21-25,Question,Is there any transport facilities provided by the university..?,University provides many shuttle services for many areas for ease the transportation of students.,Transportation Department,Transportation Management Office
442,Female,21-25,Question,Which areas does the sliit provides shuttle transportation facilities..?,"University provides transportation facilities from Kolpity to Malabe, Ja Ela to Malabe, Panadura to Malabe and Negombo to Malabe.",Transportation Department,Transportation Management Office
443,Male,21-25,Question,Do I have to pay for parking facilities?,University provides free parking facility to university students and lecturers.,Transportation Department,Transportation Management Office
